parcel_id,source_id,observation_time,air_temperature_c,dewpoint_temperature_c,relative_humidity_pct,precipitation_m,solar_radiation_jm2,wind_u_10m,wind_v_10m,evaporation_m
1,3,2023-04-23 12:00:00,22.631256,6.9563904,36.38708,0.0,3.326656e+06,0.90475464,-1.9026489,-0.00019801874
1,3,2023-04-24 12:00:00,25.620026,8.292145,33.31168,0.0,3.302528e+06,0.09927368,-2.0509338,-0.00020044879
1,3,2023-04-25 12:00:00,27.612213,5.2118225,23.97642,0.0,3.359616e+06,1.4295807,-1.4139252,-0.00020410307
1,3,2023-04-26 12:00:00,30.141754,4.2779846,19.401855,0.0,3.383296e+06,0.94114685,-0.24369812,-0.000197432
1,3,2023-04-27 12:00:00,33.069733,4.2693787,16.419756,0.0,3.32544e+06,1.7233734,2.5173187,-0.0001770407
1,3,2023-04-28 12:00:00,30.409088,8.421112,25.416765,0.0,3.02656e+06,2.2638092,1.382782,-0.0001308585
1,3,2023-04-29 12:00:00,25.154205,13.172272,47.381527,9.536743e-07,3.198528e+06,3.8416595,-1.8045502,-0.00011681602
1,3,2023-04-30 12:00:00,24.930573,13.048492,47.630844,0.0,2.726464e+06,-0.088653564,-2.0673828,-0.000111687696
1,3,2023-05-01 12:00:00,28.748688,6.930603,25.267918,0.0,3.401792e+06,-0.56411743,-1.1255951,-0.00016049249
1,3,2023-05-02 12:00:00,31.163483,9.00238,25.32007,0.0,3.2656e+06,0.2353363,1.5427094,-0.00014721067
1,3,2023-05-03 12:00:00,28.278473,6.242096,24.76719,0.0,2.647936e+06,2.0240784,5.901169,-9.125448e-05
1,3,2023-05-04 12:00:00,23.540192,8.010162,37.008965,0.0,3.318528e+06,2.6522827,-0.46896362,-0.00010324316
1,3,2023-05-05 12:00:00,24.884918,5.959381,29.665407,0.0,3.446976e+06,1.1950836,-1.4662933,-0.00012209243
1,3,2023-05-06 12:00:00,24.827057,10.232697,39.793114,0.0,3.175488e+06,3.5890656,-1.3485413,-0.00010909699
1,3,2023-05-07 12:00:00,25.93985,10.698639,38.420574,0.0,3.393216e+06,0.923996,-1.5355682,-0.00014440482
1,3,2023-05-08 12:00:00,29.474274,8.077362,26.201767,0.0,3.310848e+06,1.1894531,-1.4756165,-0.00016127294
1,3,2023-05-09 12:00:00,26.542633,12.511139,41.792595,0.0,3.275328e+06,2.2871246,-4.176697,-0.00012848899
1,3,2023-05-10 12:00:00,26.235016,1.9723206,20.694647,0.0,3.505408e+06,1.3198853,-3.1141815,-0.0001482924
1,3,2023-05-11 12:00:00,26.032623,3.4154663,23.201454,0.0,3.48736e+06,-1.2032166,-3.623932,-0.00015381468
1,3,2023-05-12 12:00:00,24.477203,2.8280945,24.416395,0.0,3.492288e+06,1.569458,-3.0802917,-0.00014238711
1,3,2023-05-13 12:00:00,22.295563,1.9030457,26.0786,0.0,3.505472e+06,-1.9344635,-3.4003906,-0.00013778987
1,3,2023-05-14 12:00:00,24.856842,2.405182,23.16273,0.0,3.528896e+06,0.16145325,-2.2362518,-0.0001461918
1,3,2023-05-15 12:00:00,25.829987,6.630768,29.372099,0.0,3.456256e+06,2.169342,-2.3856049,-0.00014829123
1,3,2023-05-16 12:00:00,25.62564,0.31411743,19.045433,0.0,3.532032e+06,-3.3992157,-1.9060516,-0.00015279395
1,3,2023-05-17 12:00:00,24.012848,0.66934204,21.515482,0.0,2.747904e+06,-2.083023,-1.8997192,-0.00012179278
1,3,2023-05-18 12:00:00,23.825348,2.1678772,24.22677,0.0,3.56992e+06,-2.3591614,-3.635315,-0.00013614492
1,3,2023-05-19 12:00:00,22.963531,2.7269897,26.554647,0.0,3.060928e+06,-1.607666,-1.9229279,-0.00012817816
1,3,2023-05-20 12:00:00,23.145416,3.7374573,28.206959,4.7683716e-07,2.881984e+06,-0.043792725,-0.9708557,-0.00013747392
1,3,2023-05-21 12:00:00,22.301666,6.77359,36.660625,3.0517578e-05,3.046784e+06,-2.1627197,-2.150299,-0.00015626173
1,3,2023-05-22 12:00:00,22.052155,8.612457,42.190495,4.386902e-05,2.850176e+06,-1.9958038,-0.8384857,-0.00018067798
1,3,2023-05-23 12:00:00,22.499664,12.106354,51.83441,1.4305115e-05,2.89344e+06,-2.1276398,-2.6826935,-0.00020187744
1,3,2023-05-24 12:00:00,23.052155,10.903229,46.294304,7.43866e-05,2.73856e+06,-1.7848053,-0.8364563,-0.00023054681
1,3,2023-05-25 12:00:00,26.893951,10.244049,35.233765,1.9073486e-06,3.04992e+06,0.3985901,-1.3714447,-0.00024428265
1,3,2023-05-26 12:00:00,23.190582,12.315582,50.397713,2.670288e-05,2.722368e+06,-0.5389099,4.8998413,-0.00017741625
1,3,2023-05-27 12:00:00,19.030426,14.319733,74.14258,0.0003490448,1.526144e+06,-1.7929535,-1.3628082,-0.0002375415
1,3,2023-05-28 12:00:00,20.478424,14.223053,67.35119,0.00011444092,1.604288e+06,2.7740936,-0.9404144,-0.00018754345
1,3,2023-05-29 12:00:00,21.127838,10.631256,51.121204,1.4305115e-06,1.97184e+06,3.16214,-1.1061707,-0.00019643758
1,3,2023-05-30 12:00:00,20.185211,11.01944,55.59365,0.00016021729,1.793728e+06,3.211792,-1.7247009,-0.00021834602
1,3,2023-05-31 12:00:00,23.927887,9.436737,39.814636,0.0,3.495424e+06,1.4755859,-0.04612732,-0.0002824068
1,3,2023-06-01 12:00:00,26.362701,9.510651,34.61148,2.861023e-06,2.588672e+06,-0.44250488,2.0041351,-0.00022382056
1,3,2023-06-02 12:00:00,26.10147,9.70108,35.601864,9.536743e-06,3.304384e+06,1.0311127,0.8544922,-0.00026241085
1,3,2023-06-03 12:00:00,25.510895,11.714996,42.15619,1.335144e-05,3.137472e+06,-0.7243347,-0.91230774,-0.00026127952
1,3,2023-06-04 12:00:00,27.079987,11.916901,38.940765,2.527237e-05,2.519104e+06,0.6637726,0.64430237,-0.00021126308
1,3,2023-06-05 12:00:00,27.388336,13.4930725,42.4017,2.861023e-05,2.907648e+06,0.06842041,1.5319672,-0.00023955945
1,3,2023-06-06 12:00:00,31.22696,11.754303,30.31197,0.0,3.394944e+06,-2.947998,1.8588257,-0.0002373932
1,3,2023-06-07 12:00:00,24.831451,16.191803,58.686977,1.4305115e-05,2.104448e+06,1.7021484,5.336273,-0.0001818114
1,3,2023-06-08 12:00:00,22.010895,16.068268,69.027916,3.9577484e-05,1.099712e+06,-0.63586426,5.4711304,-0.00012398255
1,3,2023-06-09 12:00:00,22.042633,16.226227,69.59189,0.00020503998,1.950656e+06,2.6024933,3.5723114,-0.00020604301
1,3,2023-06-10 12:00:00,25.138824,12.073883,44.131134,4.529953e-05,2.51968e+06,1.4579468,1.2952728,-0.00023251958
1,3,2023-06-11 12:00:00,26.587555,11.789703,39.750305,0.0,2.64992e+06,1.9347382,0.108062744,-0.00022196374
1,3,2023-06-12 12:00:00,27.4086,12.116913,38.704002,1.2874603e-05,2.712192e+06,1.9363861,2.286728,-0.00021804706
1,3,2023-06-13 12:00:00,24.05191,9.250641,39.027603,0.0,2.245504e+06,4.245453,-3.0387573,-0.00014933245
1,3,2023-06-14 12:00:00,28.384918,12.250153,36.88234,0.0,3.4352e+06,0.4551239,-2.2621918,-0.00023051468
1,3,2023-06-15 12:00:00,32.786285,11.241119,26.824575,0.0,3.425856e+06,-1.0920563,-1.0158386,-0.00023074681
1,3,2023-06-16 12:00:00,35.556793,13.041901,25.876654,0.0,3.180992e+06,1.055069,0.53208923,-0.00018530781
1,3,2023-06-17 12:00:00,33.52774,13.163727,29.197947,0.0,3.310912e+06,2.7866516,0.47714233,-0.0001686574
1,3,2023-06-18 12:00:00,29.792877,8.354889,26.214224,0.0,3.443456e+06,2.355667,-0.40289307,-0.00014289771
1,3,2023-06-19 12:00:00,28.425201,13.808014,40.738026,0.0,3.33184e+06,2.8578186,2.2585297,-0.0001214128
1,3,2023-06-20 12:00:00,25.1586,13.032135,46.937702,0.0,2.663552e+06,2.6388702,0.5220337,-0.000105249695
1,3,2023-06-21 12:00:00,27.051178,11.807526,38.726433,9.536743e-07,2.476416e+06,2.4405975,0.8480835,-0.00011705374
1,3,2023-06-22 12:00:00,28.373688,11.52652,35.187428,0.0,3.459072e+06,0.5254059,-0.835907,-0.00016961899
1,3,2023-06-23 12:00:00,35.14908,11.73111,24.283905,0.0,3.433664e+06,-1.2631683,-0.14611816,-0.00016998663
1,3,2023-06-24 12:00:00,36.18985,13.006256,24.932041,0.0,3.427136e+06,-0.4494171,-0.8226929,-0.00013973634
1,3,2023-06-25 12:00:00,38.290924,16.33609,27.559793,2.0980835e-05,3.378624e+06,1.2375183,0.94744873,-0.00012724218
1,3,2023-06-26 12:00:00,38.14688,10.938232,19.553652,0.0,3.471296e+06,2.672699,-0.8655243,-0.00013300101
1,3,2023-06-27 12:00:00,34.26187,14.211334,29.99952,0.0,3.457408e+06,0.20674133,-0.7260437,-0.00011896831
1,3,2023-06-28 12:00:00,36.04898,13.808502,26.473675,0.0,3.417152e+06,0.6876526,-1.470871,-0.00015322096
1,3,2023-06-29 12:00:00,33.66446,10.425446,24.187105,0.0,3.477376e+06,4.40329,-2.4694366,-0.00014028023
1,3,2023-06-30 12:00:00,31.9003,12.31778,30.277056,0.0,3.424704e+06,-1.9577789,-3.2788544,-0.00014782976
1,3,2023-07-01 12:00:00,34.2753,10.469147,23.444452,0.0,3.425984e+06,-1.7428131,-0.34649658,-0.00016835146
1,3,2023-07-02 12:00:00,35.05069,14.338287,28.950209,0.0,3.178432e+06,1.2612,0.27233887,-0.00013356912
1,3,2023-07-03 12:00:00,34.880768,14.197418,28.958998,0.0,3.400704e+06,3.721817,0.8181305,-0.00012837816
1,3,2023-07-04 12:00:00,31.73233,7.3533936,21.918499,0.0,3.536384e+06,2.3250275,-1.7016449,-0.000132591
1,3,2023-07-05 12:00:00,32.14615,14.245026,33.856335,0.0,3.370816e+06,1.7689362,0.05770874,-0.0001448649
1,3,2023-07-06 12:00:00,30.888092,9.513336,26.620647,0.0,3.453312e+06,1.9755402,-0.0382843,-0.00015196623
1,3,2023-07-07 12:00:00,31.827301,11.377838,28.575615,0.0,3.4192e+06,2.6859283,1.5540619,-0.00013962318
1,3,2023-07-08 12:00:00,28.895905,10.179382,31.213804,0.0,3.451776e+06,1.7454987,-0.64527893,-0.00013524597
1,3,2023-07-09 12:00:00,30.252106,6.962433,23.220032,0.0,3.454336e+06,0.13272095,-1.5843506,-0.00014289445
1,3,2023-07-10 12:00:00,36.576324,9.677399,19.581446,0.0,3.427584e+06,-0.44374084,-0.31021118,-0.00015741028
1,3,2023-07-11 12:00:00,33.576813,10.451324,24.348011,0.0,3.46432e+06,3.331726,0.06387329,-0.00012679049
1,3,2023-07-12 12:00:00,31.241608,10.044342,27.034637,0.0,3.46912e+06,2.2842102,-1.6569977,-0.0001250084
1,3,2023-07-13 12:00:00,33.257965,10.945709,25.615898,0.0,3.392256e+06,1.6117706,-1.7804871,-0.00012562424
1,3,2023-07-14 12:00:00,32.687653,11.092926,26.710335,0.0,3.436608e+06,2.8755798,0.112213135,-0.000109447865
1,3,2023-07-15 12:00:00,27.390045,10.361237,34.491566,0.0,3.45312e+06,2.3985138,-2.6409912,-9.584217e-05
1,3,2023-07-16 12:00:00,"28569,000",8.8402405,29.075089,0.0,3.47712e+06,1.0030365,-1.6576691,-0.00011817645
1,3,2023-07-17 12:00:00,35.254547,9.6041565,20.956093,0.0,3.395648e+06,0.7677765,1.477005,-0.0001301656
1,3,2023-07-18 12:00:00,33.57022,13.835846,30.431139,0.0,3.188224e+06,1.6862335,-0.20440674,-9.8936725e-05
1,3,2023-07-19 12:00:00,34.72574,10.307037,22.618607,0.0,3.361792e+06,2.0508423,0.36930847,-0.00012384122
1,3,2023-07-20 12:00:00,29.980621,10.953766,30.872076,0.0,3.46208e+06,3.3250427,-0.5504303,-9.833579e-05
1,3,2023-07-21 12:00:00,27.87149,10.544586,33.946564,0.0,3.355392e+06,3.2154083,-1.8541718,-9.7603304e-05
1,3,2023-07-22 12:00:00,28.11734,10.875397,34.207996,0.0,3.432128e+06,0.80607605,-0.13096619,-0.00011946098
1,3,2023-07-23 12:00:00,31.735748,11.287994,28.554035,0.0,3.416768e+06,2.4985504,0.13339233,-0.00012398395
